"시도별","시점","연령계층별","성별",데이터
"광주광역시","2016.1/4","60세이상","남자",46
"광주광역시","2016.1/4","60세이상","여자",34
"광주광역시","2016.2/4","20 - 29세","남자",49
"광주광역시","2016.2/4","20 - 29세","여자",49
"광주광역시","2016.2/4","30 - 39세","남자",103
"광주광역시","2016.2/4","30 - 39세","여자",62
"광주광역시","2016.2/4","40 - 49세","남자",118
"광주광역시","2016.2/4","40 - 49세","여자",88
"광주광역시","2016.2/4","50 - 59세","남자",94
"광주광역시","2016.2/4","50 - 59세","여자",71
"광주광역시","2016.2/4","60세이상","남자",55
"광주광역시","2016.2/4","60세이상","여자",39
"광주광역시","2016.3/4","20 - 29세","남자",48
"광주광역시","2016.3/4","20 - 29세","여자",51
"광주광역시","2016.3/4","30 - 39세","남자",102
"광주광역시","2016.3/4","30 - 39세","여자",61
"광주광역시","2016.3/4","40 - 49세","남자",120
"광주광역시","2016.3/4","40 - 49세","여자",86
"광주광역시","2016.3/4","50 - 59세","남자",94
"광주광역시","2016.3/4","50 - 59세","여자",70
"광주광역시","2016.3/4","60세이상","남자",56
"광주광역시","2016.3/4","60세이상","여자",40
"광주광역시","2016.4/4","20 - 29세","남자",45
"광주광역시","2016.4/4","20 - 29세","여자",49
"광주광역시","2016.4/4","30 - 39세","남자",102
"광주광역시","2016.4/4","30 - 39세","여자",61
"광주광역시","2016.4/4","40 - 49세","남자",122
"광주광역시","2016.4/4","40 - 49세","여자",84
"광주광역시","2016.4/4","50 - 59세","남자",95
"광주광역시","2016.4/4","50 - 59세","여자",71
"광주광역시","2016.4/4","60세이상","남자",55
"광주광역시","2016.4/4","60세이상","여자",42
"광주광역시","2017.1/4","20 - 29세","남자",48
"광주광역시","2017.1/4","20 - 29세","여자",52
"광주광역시","2017.1/4","30 - 39세","남자",98
"광주광역시","2017.1/4","30 - 39세","여자",61
"광주광역시","2017.1/4","40 - 49세","남자",122
"광주광역시","2017.1/4","40 - 49세","여자",88
"광주광역시","2017.1/4","50 - 59세","남자",96
"광주광역시","2017.1/4","50 - 59세","여자",73
"광주광역시","2017.1/4","60세이상","남자",51
"광주광역시","2017.1/4","60세이상","여자",39
"광주광역시","2017.2/4","20 - 29세","남자",49
"광주광역시","2017.2/4","20 - 29세","여자",52
"광주광역시","2017.2/4","30 - 39세","남자",98
"광주광역시","2017.2/4","30 - 39세","여자",61
"광주광역시","2017.2/4","40 - 49세","남자",120
"광주광역시","2017.2/4","40 - 49세","여자",90
"광주광역시","2017.2/4","50 - 59세","남자",96
"광주광역시","2017.2/4","50 - 59세","여자",75
"광주광역시","2017.2/4","60세이상","남자",54
"광주광역시","2017.2/4","60세이상","여자",44
"광주광역시","2017.3/4","20 - 29세","남자",48
"광주광역시","2017.3/4","20 - 29세","여자",57
"광주광역시","2017.3/4","30 - 39세","남자",96
"광주광역시","2017.3/4","30 - 39세","여자",60
"광주광역시","2017.3/4","40 - 49세","남자",117
"광주광역시","2017.3/4","40 - 49세","여자",86
"광주광역시","2017.3/4","50 - 59세","남자",97
"광주광역시","2017.3/4","50 - 59세","여자",79
"광주광역시","2017.3/4","60세이상","남자",56
"광주광역시","2017.3/4","60세이상","여자",45
"광주광역시","2017.4/4","20 - 29세","남자",46
"광주광역시","2017.4/4","20 - 29세","여자",55
"광주광역시","2017.4/4","30 - 39세","남자",96
"광주광역시","2017.4/4","30 - 39세","여자",60
"광주광역시","2017.4/4","40 - 49세","남자",117
"광주광역시","2017.4/4","40 - 49세","여자",87
"광주광역시","2017.4/4","50 - 59세","남자",99
"광주광역시","2017.4/4","50 - 59세","여자",80
"광주광역시","2017.4/4","60세이상","남자",56
"광주광역시","2017.4/4","60세이상","여자",47
"광주광역시","2018.1/4","20 - 29세","남자",48
"광주광역시","2018.1/4","20 - 29세","여자",58
"광주광역시","2018.1/4","30 - 39세","남자",94
"광주광역시","2018.1/4","30 - 39세","여자",61
"광주광역시","2018.1/4","40 - 49세","남자",115
"광주광역시","2018.1/4","40 - 49세","여자",86
"광주광역시","2018.1/4","50 - 59세","남자",101
"광주광역시","2018.1/4","50 - 59세","여자",77
"광주광역시","2018.1/4","60세이상","남자",55
"광주광역시","2018.1/4","60세이상","여자",39
"광주광역시","2018.2/4","20 - 29세","남자",51
"광주광역시","2018.2/4","20 - 29세","여자",62
"광주광역시","2018.2/4","30 - 39세","남자",92
"광주광역시","2018.2/4","30 - 39세","여자",59
"광주광역시","2018.2/4","40 - 49세","남자",116
"광주광역시","2018.2/4","40 - 49세","여자",85
"광주광역시","2018.2/4","50 - 59세","남자",100
"광주광역시","2018.2/4","50 - 59세","여자",76
"광주광역시","2018.2/4","60세이상","남자",59
"광주광역시","2018.2/4","60세이상","여자",46
"광주광역시","2018.3/4","20 - 29세","남자",50
"광주광역시","2018.3/4","20 - 29세","여자",59
"광주광역시","2018.3/4","30 - 39세","남자",94
"광주광역시","2018.3/4","30 - 39세","여자",62
"광주광역시","2018.3/4","40 - 49세","남자",116
"광주광역시","2018.3/4","40 - 49세","여자",86
"광주광역시","2018.3/4","50 - 59세","남자",100
"광주광역시","2018.3/4","50 - 59세","여자",74
"광주광역시","2018.3/4","60세이상","남자",56
"광주광역시","2018.3/4","60세이상","여자",47
"광주광역시","2018.4/4","20 - 29세","남자",48
"광주광역시","2018.4/4","20 - 29세","여자",57
"광주광역시","2018.4/4","30 - 39세","남자",95
"광주광역시","2018.4/4","30 - 39세","여자",62
"광주광역시","2018.4/4","40 - 49세","남자",118
"광주광역시","2018.4/4","40 - 49세","여자",84
"광주광역시","2018.4/4","50 - 59세","남자",101
"광주광역시","2018.4/4","50 - 59세","여자",77
"광주광역시","2018.4/4","60세이상","남자",57
"광주광역시","2018.4/4","60세이상","여자",48
"광주광역시","2019.1/4","20 - 29세","남자",46
"광주광역시","2019.1/4","20 - 29세","여자",59
"광주광역시","2019.1/4","30 - 39세","남자",95
"광주광역시","2019.1/4","30 - 39세","여자",60
"광주광역시","2019.1/4","40 - 49세","남자",116
"광주광역시","2019.1/4","40 - 49세","여자",83
"광주광역시","2019.1/4","50 - 59세","남자",102
"광주광역시","2019.1/4","50 - 59세","여자",73
"광주광역시","2019.1/4","60세이상","남자",55
"광주광역시","2019.1/4","60세이상","여자",41
"광주광역시","2019.2/4","20 - 29세","남자",49
"광주광역시","2019.2/4","20 - 29세","여자",56
"광주광역시","2019.2/4","30 - 39세","남자",93
"광주광역시","2019.2/4","30 - 39세","여자",62
"광주광역시","2019.2/4","40 - 49세","남자",114
"광주광역시","2019.2/4","40 - 49세","여자",82
"광주광역시","2019.2/4","50 - 59세","남자",103
"광주광역시","2019.2/4","50 - 59세","여자",73
"광주광역시","2019.2/4","60세이상","남자",61
"광주광역시","2019.2/4","60세이상","여자",50
"광주광역시","2019.3/4","20 - 29세","남자",50
"광주광역시","2019.3/4","20 - 29세","여자",58
"광주광역시","2019.3/4","30 - 39세","남자",91
"광주광역시","2019.3/4","30 - 39세","여자",60
"광주광역시","2019.3/4","40 - 49세","남자",113
"광주광역시","2019.3/4","40 - 49세","여자",80
"광주광역시","2019.3/4","50 - 59세","남자",103
"광주광역시","2019.3/4","50 - 59세","여자",76
"광주광역시","2019.3/4","60세이상","남자",63
"광주광역시","2019.3/4","60세이상","여자",52
"광주광역시","2019.4/4","20 - 29세","남자",51
"광주광역시","2019.4/4","20 - 29세","여자",63
"광주광역시","2019.4/4","30 - 39세","남자",90
"광주광역시","2019.4/4","30 - 39세","여자",58
"광주광역시","2019.4/4","40 - 49세","남자",111
"광주광역시","2019.4/4","40 - 49세","여자",81
"광주광역시","2019.4/4","50 - 59세","남자",105
"광주광역시","2019.4/4","50 - 59세","여자",75
"광주광역시","2019.4/4","60세이상","남자",67
"광주광역시","2019.4/4","60세이상","여자",53
"광주광역시","2020.1/4","20 - 29세","남자",47
"광주광역시","2020.1/4","20 - 29세","여자",62
"광주광역시","2020.1/4","30 - 39세","남자",88
"광주광역시","2020.1/4","30 - 39세","여자",55
"광주광역시","2020.1/4","40 - 49세","남자",112
"광주광역시","2020.1/4","40 - 49세","여자",81
"광주광역시","2020.1/4","50 - 59세","남자",105
"광주광역시","2020.1/4","50 - 59세","여자",73
"광주광역시","2020.1/4","60세이상","남자",65
"광주광역시","2020.1/4","60세이상","여자",51
"광주광역시","2020.2/4","20 - 29세","남자",46
"광주광역시","2020.2/4","20 - 29세","여자",60
"광주광역시","2020.2/4","30 - 39세","남자",86
"광주광역시","2020.2/4","30 - 39세","여자",56
"광주광역시","2020.2/4","40 - 49세","남자",110
"광주광역시","2020.2/4","40 - 49세","여자",82
"광주광역시","2020.2/4","50 - 59세","남자",103
"광주광역시","2020.2/4","50 - 59세","여자",74
"광주광역시","2020.2/4","60세이상","남자",64
"광주광역시","2020.2/4","60세이상","여자",59
"광주광역시","2020.3/4","20 - 29세","남자",48
"광주광역시","2020.3/4","20 - 29세","여자",63
"광주광역시","2020.3/4","30 - 39세","남자",85
"광주광역시","2020.3/4","30 - 39세","여자",56
"광주광역시","2020.3/4","40 - 49세","남자",110
"광주광역시","2020.3/4","40 - 49세","여자",84
"광주광역시","2020.3/4","50 - 59세","남자",104
"광주광역시","2020.3/4","50 - 59세","여자",75
"광주광역시","2020.3/4","60세이상","남자",64
"광주광역시","2020.3/4","60세이상","여자",57
"광주광역시","2020.4/4","20 - 29세","남자",46
"광주광역시","2020.4/4","20 - 29세","여자",58
"광주광역시","2020.4/4","30 - 39세","남자",85
"광주광역시","2020.4/4","30 - 39세","여자",56
"광주광역시","2020.4/4","40 - 49세","남자",111
"광주광역시","2020.4/4","40 - 49세","여자",83
"광주광역시","2020.4/4","50 - 59세","남자",106
"광주광역시","2020.4/4","50 - 59세","여자",74
"광주광역시","2020.4/4","60세이상","남자",67
"광주광역시","2020.4/4","60세이상","여자",57
"광주광역시","2021.1/4","20 - 29세","남자",49
"광주광역시","2021.1/4","20 - 29세","여자",56
"광주광역시","2021.1/4","30 - 39세","남자",84
"광주광역시","2021.1/4","30 - 39세","여자",56
"광주광역시","2021.1/4","40 - 49세","남자",110
"광주광역시","2021.1/4","40 - 49세","여자",81
"광주광역시","2021.1/4","50 - 59세","남자",106
"광주광역시","2021.1/4","50 - 59세","여자",72
"광주광역시","2021.1/4","60세이상","남자",66
"광주광역시","2021.1/4","60세이상","여자",51
"광주광역시","2021.2/4","20 - 29세","남자",44
"광주광역시","2021.2/4","20 - 29세","여자",54
"광주광역시","2021.2/4","30 - 39세","남자",84
"광주광역시","2021.2/4","30 - 39세","여자",56
"광주광역시","2021.2/4","40 - 49세","남자",110
"광주광역시","2021.2/4","40 - 49세","여자",83
"광주광역시","2021.2/4","50 - 59세","남자",108
"광주광역시","2021.2/4","50 - 59세","여자",75
"광주광역시","2021.2/4","60세이상","남자",70
"광주광역시","2021.2/4","60세이상","여자",64
"광주광역시","2021.3/4","20 - 29세","남자",47
"광주광역시","2021.3/4","20 - 29세","여자",54
"광주광역시","2021.3/4","30 - 39세","남자",85
"광주광역시","2021.3/4","30 - 39세","여자",54
"광주광역시","2021.3/4","40 - 49세","남자",111
"광주광역시","2021.3/4","40 - 49세","여자",83
"광주광역시","2021.3/4","50 - 59세","남자",110
"광주광역시","2021.3/4","50 - 59세","여자",77
"광주광역시","2021.3/4","60세이상","남자",67
"광주광역시","2021.3/4","60세이상","여자",62
"광주광역시","2021.4/4","20 - 29세","남자",47
"광주광역시","2021.4/4","20 - 29세","여자",53
"광주광역시","2021.4/4","30 - 39세","남자",83
"광주광역시","2021.4/4","30 - 39세","여자",52
"광주광역시","2021.4/4","40 - 49세","남자",111
"광주광역시","2021.4/4","40 - 49세","여자",81
"광주광역시","2021.4/4","50 - 59세","남자",109
"광주광역시","2021.4/4","50 - 59세","여자",76
"광주광역시","2021.4/4","60세이상","남자",66
"광주광역시","2021.4/4","60세이상","여자",59
"광주광역시","2022.1/4","20 - 29세","남자",47
"광주광역시","2022.1/4","20 - 29세","여자",54
"광주광역시","2022.1/4","30 - 39세","남자",83
"광주광역시","2022.1/4","30 - 39세","여자",51
"광주광역시","2022.1/4","40 - 49세","남자",109
"광주광역시","2022.1/4","40 - 49세","여자",80
"광주광역시","2022.1/4","50 - 59세","남자",110
"광주광역시","2022.1/4","50 - 59세","여자",76
"광주광역시","2022.1/4","60세이상","남자",66
"광주광역시","2022.1/4","60세이상","여자",58
"광주광역시","2022.2/4","20 - 29세","남자",47
"광주광역시","2022.2/4","20 - 29세","여자",55
"광주광역시","2022.2/4","30 - 39세","남자",83
"광주광역시","2022.2/4","30 - 39세","여자",49
"광주광역시","2022.2/4","40 - 49세","남자",108
"광주광역시","2022.2/4","40 - 49세","여자",77
"광주광역시","2022.2/4","50 - 59세","남자",111
"광주광역시","2022.2/4","50 - 59세","여자",77
"광주광역시","2022.2/4","60세이상","남자",72
"광주광역시","2022.2/4","60세이상","여자",65
"광주광역시","2022.3/4","20 - 29세","남자",46
"광주광역시","2022.3/4","20 - 29세","여자",54
"광주광역시","2022.3/4","30 - 39세","남자",85
"광주광역시","2022.3/4","30 - 39세","여자",53
"광주광역시","2022.3/4","40 - 49세","남자",108
"광주광역시","2022.3/4","40 - 49세","여자",77
"광주광역시","2022.3/4","50 - 59세","남자",110
"광주광역시","2022.3/4","50 - 59세","여자",78
"광주광역시","2022.3/4","60세이상","남자",73
"광주광역시","2022.3/4","60세이상","여자",66
"광주광역시","2022.4/4","20 - 29세","남자",43
"광주광역시","2022.4/4","20 - 29세","여자",56
"광주광역시","2022.4/4","30 - 39세","남자",86
"광주광역시","2022.4/4","30 - 39세","여자",53
"광주광역시","2022.4/4","40 - 49세","남자",108
"광주광역시","2022.4/4","40 - 49세","여자",80
"광주광역시","2022.4/4","50 - 59세","남자",111
"광주광역시","2022.4/4","50 - 59세","여자",80
"광주광역시","2022.4/4","60세이상","남자",74
"광주광역시","2022.4/4","60세이상","여자",62
"광주광역시","2023.1/4","20 - 29세","남자",45
"광주광역시","2023.1/4","20 - 29세","여자",56
"광주광역시","2023.1/4","30 - 39세","남자",85
"광주광역시","2023.1/4","30 - 39세","여자",53
"광주광역시","2023.1/4","40 - 49세","남자",107
"광주광역시","2023.1/4","40 - 49세","여자",79
"광주광역시","2023.1/4","50 - 59세","남자",108
"광주광역시","2023.1/4","50 - 59세","여자",84
"광주광역시","2023.1/4","60세이상","남자",74
"광주광역시","2023.1/4","60세이상","여자",63
"광주광역시","2023.2/4","20 - 29세","남자",42
"광주광역시","2023.2/4","20 - 29세","여자",56
"광주광역시","2023.2/4","30 - 39세","남자",87
"광주광역시","2023.2/4","30 - 39세","여자",59
"광주광역시","2023.2/4","40 - 49세","남자",103
"광주광역시","2023.2/4","40 - 49세","여자",76
"광주광역시","2023.2/4","50 - 59세","남자",109
"광주광역시","2023.2/4","50 - 59세","여자",84
"광주광역시","2023.2/4","60세이상","남자",78
"광주광역시","2023.2/4","60세이상","여자",71
"광주광역시","2023.3/4","20 - 29세","남자",45
"광주광역시","2023.3/4","20 - 29세","여자",51
"광주광역시","2023.3/4","30 - 39세","남자",87
"광주광역시","2023.3/4","30 - 39세","여자",57
"광주광역시","2023.3/4","40 - 49세","남자",104
"광주광역시","2023.3/4","40 - 49세","여자",76
"광주광역시","2023.3/4","50 - 59세","남자",111
"광주광역시","2023.3/4","50 - 59세","여자",85
"광주광역시","2023.3/4","60세이상","남자",79
"광주광역시","2023.3/4","60세이상","여자",73
"광주광역시","2023.4/4","20 - 29세","남자",47
"광주광역시","2023.4/4","20 - 29세","여자",49
"광주광역시","2023.4/4","30 - 39세","남자",85
"광주광역시","2023.4/4","30 - 39세","여자",58
"광주광역시","2023.4/4","40 - 49세","남자",103
"광주광역시","2023.4/4","40 - 49세","여자",75
"광주광역시","2023.4/4","50 - 59세","남자",113
"광주광역시","2023.4/4","50 - 59세","여자",87
"광주광역시","2023.4/4","60세이상","남자",80
"광주광역시","2023.4/4","60세이상","여자",71
"광주광역시","2024.1/4","20 - 29세","남자",45
"광주광역시","2024.1/4","20 - 29세","여자",51
"광주광역시","2024.1/4","30 - 39세","남자",85
"광주광역시","2024.1/4","30 - 39세","여자",60
"광주광역시","2024.1/4","40 - 49세","남자",103
"광주광역시","2024.1/4","40 - 49세","여자",72
"광주광역시","2024.1/4","50 - 59세","남자",116
"광주광역시","2024.1/4","50 - 59세","여자",89
"광주광역시","2024.1/4","60세이상","남자",83
"광주광역시","2024.1/4","60세이상","여자",75
"광주광역시","2024.2/4","20 - 29세","남자",44
"광주광역시","2024.2/4","20 - 29세","여자",52
"광주광역시","2024.2/4","30 - 39세","남자",84
"광주광역시","2024.2/4","30 - 39세","여자",58
"광주광역시","2024.2/4","40 - 49세","남자",101
"광주광역시","2024.2/4","40 - 49세","여자",72
"광주광역시","2024.2/4","50 - 59세","남자",116
"광주광역시","2024.2/4","50 - 59세","여자",90
"광주광역시","2024.2/4","60세이상","남자",86
"광주광역시","2024.2/4","60세이상","여자",77
"광주광역시","2024.3/4","20 - 29세","남자",47
"광주광역시","2024.3/4","20 - 29세","여자",47
"광주광역시","2024.3/4","30 - 39세","남자",83
"광주광역시","2024.3/4","30 - 39세","여자",58
"광주광역시","2024.3/4","40 - 49세","남자",99
"광주광역시","2024.3/4","40 - 49세","여자",74
"광주광역시","2024.3/4","50 - 59세","남자",113
"광주광역시","2024.3/4","50 - 59세","여자",88
"광주광역시","2024.3/4","60세이상","남자",85
"광주광역시","2024.3/4","60세이상","여자",75
"광주광역시","2024.4/4","20 - 29세","남자",47
"광주광역시","2024.4/4","20 - 29세","여자",41
"광주광역시","2024.4/4","30 - 39세","남자",83
"광주광역시","2024.4/4","30 - 39세","여자",59
"광주광역시","2024.4/4","40 - 49세","남자",98
"광주광역시","2024.4/4","40 - 49세","여자",75
"광주광역시","2024.4/4","50 - 59세","남자",109
"광주광역시","2024.4/4","50 - 59세","여자",88
"광주광역시","2024.4/4","60세이상","남자",85
"광주광역시","2024.4/4","60세이상","여자",70
"대전광역시","2014.1/4","20 - 29세","남자",57
"대전광역시","2014.1/4","20 - 29세","여자",58
"대전광역시","2014.1/4","30 - 39세","남자",109
"대전광역시","2014.1/4","30 - 39세","여자",63
"대전광역시","2014.1/4","40 - 49세","남자",122
"대전광역시","2014.1/4","40 - 49세","여자",87
"대전광역시","2014.1/4","50 - 59세","남자",100
"대전광역시","2014.1/4","50 - 59세","여자",68
"대전광역시","2014.1/4","60세이상","남자",39
"대전광역시","2014.1/4","60세이상","여자",27
"대전광역시","2014.2/4","20 - 29세","남자",58
"대전광역시","2014.2/4","20 - 29세","여자",64
"대전광역시","2014.2/4","30 - 39세","남자",112
"대전광역시","2014.2/4","30 - 39세","여자",62
"대전광역시","2014.2/4","40 - 49세","남자",124
"대전광역시","2014.2/4","40 - 49세","여자",87
"대전광역시","2014.2/4","50 - 59세","남자",104
"대전광역시","2014.2/4","50 - 59세","여자",70
"대전광역시","2014.2/4","60세이상","남자",43
"대전광역시","2014.2/4","60세이상","여자",32
"대전광역시","2014.3/4","20 - 29세","남자",60
"대전광역시","2014.3/4","20 - 29세","여자",62
"대전광역시","2014.3/4","30 - 39세","남자",111
"대전광역시","2014.3/4","30 - 39세","여자",67
"대전광역시","2014.3/4","40 - 49세","남자",125
"대전광역시","2014.3/4","40 - 49세","여자",85
"대전광역시","2014.3/4","50 - 59세","남자",107
"대전광역시","2014.3/4","50 - 59세","여자",72
"대전광역시","2014.3/4","60세이상","남자",45
"대전광역시","2014.3/4","60세이상","여자",30
"대전광역시","2014.4/4","20 - 29세","남자",64
"대전광역시","2014.4/4","20 - 29세","여자",60
"대전광역시","2014.4/4","30 - 39세","남자",110
"대전광역시","2014.4/4","30 - 39세","여자",69
"대전광역시","2014.4/4","40 - 49세","남자",125
"대전광역시","2014.4/4","40 - 49세","여자",85
"대전광역시","2014.4/4","50 - 59세","남자",107
"대전광역시","2014.4/4","50 - 59세","여자",73
"대전광역시","2014.4/4","60세이상","남자",45
"대전광역시","2014.4/4","60세이상","여자",29
"대전광역시","2015.1/4","20 - 29세","남자",61
"대전광역시","2015.1/4","20 - 29세","여자",59
"대전광역시","2015.1/4","30 - 39세","남자",108
"대전광역시","2015.1/4","30 - 39세","여자",69
"대전광역시","2015.1/4","40 - 49세","남자",121
"대전광역시","2015.1/4","40 - 49세","여자",83
"대전광역시","2015.1/4","50 - 59세","남자",104
"대전광역시","2015.1/4","50 - 59세","여자",75
"대전광역시","2015.1/4","60세이상","남자",45
"대전광역시","2015.1/4","60세이상","여자",29
"대전광역시","2015.2/4","20 - 29세","남자",59
"대전광역시","2015.2/4","20 - 29세","여자",60
"대전광역시","2015.2/4","30 - 39세","남자",106
"대전광역시","2015.2/4","30 - 39세","여자",70
"대전광역시","2015.2/4","40 - 49세","남자",121
"대전광역시","2015.2/4","40 - 49세","여자",83
"대전광역시","2015.2/4","50 - 59세","남자",105
"대전광역시","2015.2/4","50 - 59세","여자",75
"대전광역시","2015.2/4","60세이상","남자",51
"대전광역시","2015.2/4","60세이상","여자",34
"대전광역시","2015.3/4","20 - 29세","남자",57
"대전광역시","2015.3/4","20 - 29세","여자",61
"대전광역시","2015.3/4","30 - 39세","남자",106
"대전광역시","2015.3/4","30 - 39세","여자",68
"대전광역시","2015.3/4","40 - 49세","남자",120
"대전광역시","2015.3/4","40 - 49세","여자",84
"대전광역시","2015.3/4","50 - 59세","남자",104
"대전광역시","2015.3/4","50 - 59세","여자",77
"대전광역시","2015.3/4","60세이상","남자",53
"대전광역시","2015.3/4","60세이상","여자",35
"대전광역시","2015.4/4","20 - 29세","남자",60
"대전광역시","2015.4/4","20 - 29세","여자",64
"대전광역시","2015.4/4","30 - 39세","남자",104
"대전광역시","2015.4/4","30 - 39세","여자",68
"대전광역시","2015.4/4","40 - 49세","남자",120
"대전광역시","2015.4/4","40 - 49세","여자",86
"대전광역시","2015.4/4","50 - 59세","남자",103
"대전광역시","2015.4/4","50 - 59세","여자",76
"대전광역시","2015.4/4","60세이상","남자",53
"대전광역시","2015.4/4","60세이상","여자",36
"대전광역시","2016.1/4","20 - 29세","남자",60
"대전광역시","2016.1/4","20 - 29세","여자",63
"대전광역시","2016.1/4","30 - 39세","남자",101
"대전광역시","2016.1/4","30 - 39세","여자",67
"대전광역시","2016.1/4","40 - 49세","남자",121
"대전광역시","2016.1/4","40 - 49세","여자",85
"대전광역시","2016.1/4","50 - 59세","남자",102
"대전광역시","2016.1/4","50 - 59세","여자",75
"대전광역시","2016.1/4","60세이상","남자",48
"대전광역시","2016.1/4","60세이상","여자",37
"대전광역시","2016.2/4","20 - 29세","남자",57
"대전광역시","2016.2/4","20 - 29세","여자",66
"대전광역시","2016.2/4","30 - 39세","남자",100
"대전광역시","2016.2/4","30 - 39세","여자",66
"대전광역시","2016.2/4","40 - 49세","남자",120
"대전광역시","2016.2/4","40 - 49세","여자",86
"대전광역시","2016.2/4","50 - 59세","남자",107
"대전광역시","2016.2/4","50 - 59세","여자",77
"대전광역시","2016.2/4","60세이상","남자",55
"대전광역시","2016.2/4","60세이상","여자",39
"대전광역시","2016.3/4","20 - 29세","남자",60
"대전광역시","2016.3/4","20 - 29세","여자",68
"대전광역시","2016.3/4","30 - 39세","남자",98
"대전광역시","2016.3/4","30 - 39세","여자",62
"대전광역시","2016.3/4","40 - 49세","남자",119
"대전광역시","2016.3/4","40 - 49세","여자",87
"대전광역시","2016.3/4","50 - 59세","남자",105
"대전광역시","2016.3/4","50 - 59세","여자",71
"대전광역시","2016.3/4","60세이상","남자",57
"대전광역시","2016.3/4","60세이상","여자",39
"대전광역시","2016.4/4","20 - 29세","남자",60
"대전광역시","2016.4/4","20 - 29세","여자",70
"대전광역시","2016.4/4","30 - 39세","남자",99
"대전광역시","2016.4/4","30 - 39세","여자",62
"대전광역시","2016.4/4","40 - 49세","남자",117
"대전광역시","2016.4/4","40 - 49세","여자",89
"대전광역시","2016.4/4","50 - 59세","남자",106
"대전광역시","2016.4/4","50 - 59세","여자",71
"대전광역시","2016.4/4","60세이상","남자",57
"대전광역시","2016.4/4","60세이상","여자",40
"대전광역시","2017.1/4","20 - 29세","남자",59
"대전광역시","2017.1/4","20 - 29세","여자",69
"대전광역시","2017.1/4","30 - 39세","남자",100
"대전광역시","2017.1/4","30 - 39세","여자",60
"대전광역시","2017.1/4","40 - 49세","남자",116
"대전광역시","2017.1/4","40 - 49세","여자",87
"대전광역시","2017.1/4","50 - 59세","남자",104
"대전광역시","2017.1/4","50 - 59세","여자",69
"대전광역시","2017.1/4","60세이상","남자",53
"대전광역시","2017.1/4","60세이상","여자",37
"대전광역시","2017.2/4","20 - 29세","남자",63
"대전광역시","2017.2/4","20 - 29세","여자",61
"대전광역시","2017.2/4","30 - 39세","남자",100
"대전광역시","2017.2/4","30 - 39세","여자",61
"대전광역시","2017.2/4","40 - 49세","남자",117
"대전광역시","2017.2/4","40 - 49세","여자",86
"대전광역시","2017.2/4","50 - 59세","남자",103
"대전광역시","2017.2/4","50 - 59세","여자",69
"대전광역시","2017.2/4","60세이상","남자",59
"대전광역시","2017.2/4","60세이상","여자",42
"대전광역시","2017.3/4","20 - 29세","남자",63
"대전광역시","2017.3/4","20 - 29세","여자",61
"대전광역시","2017.3/4","30 - 39세","남자",100
"대전광역시","2017.3/4","30 - 39세","여자",60
"대전광역시","2017.3/4","40 - 49세","남자",117
"대전광역시","2017.3/4","40 - 49세","여자",85
"대전광역시","2017.3/4","50 - 59세","남자",103
"대전광역시","2017.3/4","50 - 59세","여자",71
"대전광역시","2017.3/4","60세이상","남자",58
"대전광역시","2017.3/4","60세이상","여자",41
"대전광역시","2017.4/4","20 - 29세","남자",59
"대전광역시","2017.4/4","20 - 29세","여자",61
"대전광역시","2017.4/4","30 - 39세","남자",97
"대전광역시","2017.4/4","30 - 39세","여자",63
"대전광역시","2017.4/4","40 - 49세","남자",116
"대전광역시","2017.4/4","40 - 49세","여자",89
"대전광역시","2017.4/4","50 - 59세","남자",103
"대전광역시","2017.4/4","50 - 59세","여자",74
"대전광역시","2017.4/4","60세이상","남자",57
"대전광역시","2017.4/4","60세이상","여자",44
"대전광역시","2018.1/4","20 - 29세","남자",57
"대전광역시","2018.1/4","20 - 29세","여자",59
"대전광역시","2018.1/4","30 - 39세","남자",98
"대전광역시","2018.1/4","30 - 39세","여자",63
"대전광역시","2018.1/4","40 - 49세","남자",116
"대전광역시","2018.1/4","40 - 49세","여자",90
"대전광역시","2018.1/4","50 - 59세","남자",101
"대전광역시","2018.1/4","50 - 59세","여자",74
"대전광역시","2018.1/4","60세이상","남자",56
"대전광역시","2018.1/4","60세이상","여자",41
"대전광역시","2018.2/4","20 - 29세","남자",56
"대전광역시","2018.2/4","20 - 29세","여자",57
"대전광역시","2018.2/4","30 - 39세","남자",96
"대전광역시","2018.2/4","30 - 39세","여자",63
"대전광역시","2018.2/4","40 - 49세","남자",117
"대전광역시","2018.2/4","40 - 49세","여자",90
"대전광역시","2018.2/4","50 - 59세","남자",100
"대전광역시","2018.2/4","50 - 59세","여자",72
"대전광역시","2018.2/4","60세이상","남자",63
"대전광역시","2018.2/4","60세이상","여자",43
"대전광역시","2018.3/4","20 - 29세","남자",55
"대전광역시","2018.3/4","20 - 29세","여자",61
"대전광역시","2018.3/4","30 - 39세","남자",94
"대전광역시","2018.3/4","30 - 39세","여자",62
"대전광역시","2018.3/4","40 - 49세","남자",115
"대전광역시","2018.3/4","40 - 49세","여자",86
"대전광역시","2018.3/4","50 - 59세","남자",101
"대전광역시","2018.3/4","50 - 59세","여자",71
"대전광역시","2018.3/4","60세이상","남자",60
"대전광역시","2018.3/4","60세이상","여자",45
"대전광역시","2018.4/4","20 - 29세","남자",55
"대전광역시","2018.4/4","20 - 29세","여자",57
"대전광역시","2018.4/4","30 - 39세","남자",94
"대전광역시","2018.4/4","30 - 39세","여자",62
